,Average Rt(min),Average Mz,mass_round,pos_DIWB_1,pos_DIWB_2,pos_no injection_1,pos_no injection_2,pos_no injection_3,pos_no injection_4,pos-octl,pos_butac,pos_chlor,pos_chx,pos_dcm,pos_glyctriol,pos_hx,pos_octn,pos_olalc,pos_tol,pos_undec,pos-octlW,pos_butacW,pos_chlorW,pos_chxW,pos_dcmW,pos_glyctriolW,pos_hxW,pos_octnW,pos_olalcW,pos_tolW,pos_undecW,pos-octlM,pos_butacM,pos_chlorM,pos_chxM,pos_dcmM,pos_glyctriolM,pos_hxM,pos_octnM,pos_olalcM,pos_tolM,pos_undecM,pos-octlR_log,pos_butacR_log,pos_chlorR_log,pos_chxR_log,pos_dcmR_log,pos_glyctriolR_log,pos_hxR_log,pos_octnR_log,pos_olalcR_log,pos_tolR_log,pos_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag
757,5.175,206.09199496809998,206.0,2726,4744,5122,3482,4850,2371,2687.0,3573.5,3214.5,6187.0,3934.0,8679.0,5022.5,3901.0,63044.0,5939.0,3146.0,3942.0,2725.0,6525.0,5550.0,2892.5,5007.5,6660.0,4986.0,33338.5,5915.5,3965.0,1255.0,-848.5,3310.5,-637.0,-1041.5,-3671.5,1637.5,1085.0,-29705.5,-23.5,819.0,-0.3306239406161115,,0.012780162119826364,,,,-0.4867386367564661,-0.5557462121272431,,,-0.5844748165268495,6,7409.727272727273,8296.909770740047,111.9732139302643,0,8022.16851926317,12734.1878777893,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,11.156751853338086,0
759,4.538,206.0921349681,206.0,15026,11809,5436,11389,2813,6172,29179.5,21583.0,7605.5,20441.0,17442.0,29843.0,24408.0,24133.5,26077.0,22872.5,25033.5,23198.0,26684.0,24220.5,22699.5,23900.5,25472.5,27770.0,27624.0,25517.5,30060.0,27700.5,-5981.5,5101.0,16615.0,2258.5,6458.5,-4370.5,3362.0,3490.5,-559.5,7187.5,2667.0,,-0.6264564871999604,0.33937257494392964,-0.9566820433293819,-0.43146461824046467,,-0.8609344855308985,-0.8397326683960006,,-0.5027357785691517,-0.9724985580262956,3,25895.18181818182,2180.9644267109247,8.422278870348002,1,22280.9724456189,7050.25104590404,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,10.477451145455541,0
762,8.253,206.1278549681,206.0,745,506,458,631,1632,306,965.0,535.0,810.0,300.5,1126.5,2244.5,1099.5,403.0,387550.0,709.0,720.5,902.5,1010.0,622.0,470.5,452.5,2097.0,448.0,680.0,231013.0,752.0,616.0,-62.5,475.0,-188.0,170.0,-674.0,-147.5,-651.5,277.0,-156537.0,43.0,-104.5,,-0.051660172396361885,,-0.24739555496048435,,,,-0.16282527707666086,,-1.21717777960348,,7,21733.045454545456,66181.62430128944,304.52070990100276,0,25028.8671988693,86629.9491980775,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,13.704179807113396,0
764,7.533,206.12796496809997,206.0,13721,18360,13350,13634,12902,13689,13830.5,7420.5,496.0,9189.0,14552.0,12706.5,7715.5,784.0,260418.0,464.0,16137.0,16316.5,6773.0,15215.5,1679.0,8776.0,9707.5,15235.0,16390.5,139620.5,7566.0,17353.5,2486.0,-647.5,14719.5,-7510.0,-5776.0,-2999.0,7519.5,15606.5,-120797.5,7102.0,1216.5,-0.7453367566941946,,1.4724113814101278,,,,-0.011175111928711788,1.2989894540154445,,1.1848626874107158,-1.1227106857346705,5,23148.454545454544,37143.88673820581,160.45946680919752,0,25446.604050281,54624.6797584514,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,13.170537750171036,0
766,5.878,206.1299049681,206.0,2441,1817,3245,1863,960,975,1477.5,868.0,1554.0,1350.0,1531.5,2561.0,1476.0,1232.5,50257.0,1190.5,1459.0,1755.0,1361.5,2531.5,1451.0,1190.0,1110.0,1564.5,809.5,18329.0,1406.0,2036.0,277.5,493.5,977.5,101.0,-341.5,-1451.0,88.5,-423.0,-31928.0,215.5,577.0,-0.7262645020945979,-0.24523256817083633,-0.20133424839699104,-1.1260123947123635,,,-1.2221430867891974,,,-0.7422821252441483,-0.4028794787377202,4,3049.4545454545455,4852.199320713637,159.11695840642142,0,4122.1331577675,10062.2838185533,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,3.759032380310531,0
768,5.274,206.13041496809998,206.0,1790,1403,1736,1816,1371,2654,1992.5,1963.5,1774.5,1086.0,1590.5,1555.0,1657.5,1177.0,57675.5,3123.5,1487.0,2547.0,1326.0,1745.5,2244.5,1781.5,2387.0,1313.5,3085.0,23901.0,2146.5,1828.0,554.5,-637.5,-29.0,1158.5,191.0,832.0,-344.0,1908.0,-33774.5,-977.0,341.0,-0.5554967795829711,,,0.02806621287316626,-0.9205003061956546,-0.27160706707213234,,0.20980190752464162,,,-0.6395565895294565,5,4027.7727272727275,6304.388202469611,156.52293784556258,0,4923.76764634076,11620.5051855232,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,1.2848737522174238,0
775,1.874,210.01759496809998,210.0,0,175,0,0,0,0,65456.0,4530.5,5024.0,239.0,5422.0,477.0,885.0,63.5,1255.5,1414.0,127.0,45419.5,339.5,2029.0,0.0,498.0,0.0,59.0,0.0,50.5,61.0,134.5,-20036.5,-4191.0,-2995.0,-239.0,-4924.0,-477.0,-826.0,-63.5,-1205.0,-1353.0,7.5,,,,,,,,,,,-1.228742457564257,10,4417.363636363636,12978.285401341647,293.8016081471016,0,5238.04602664125,15146.7461611029,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3021487,528-44-9,"1,2,4-Benzenetricarboxylic acid",OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O,ARCGXLSVLAOJQL-UHFFFAOYSA-N,C9H6O6,210.01643791300003,2D-QSAR-Ready,DTXCID101487,OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O,ARCGXLSVLAOJQL-UHFFFAOYSA-N,C9H6O6,210.01643791300003,1.19,1.26,-2.63,-5.76,-2.43,-4.07,-5.78,-5.99,0.03,-3.3,-5.63,5.5093549412143865,0
776,1.429,210.01774496809998,210.0,0,0,136,111,0,0,129347.0,78.0,0.0,52.0,48.0,2286.0,60.5,166.0,234.0,0.0,123.0,132649.0,480.0,52.0,57.0,103.0,1088.5,313.5,229.5,183.0,0.0,291.5,3302.0,402.0,52.0,5.0,55.0,-1197.5,253.0,63.5,-51.0,0.0,168.5,-1.5929792914659129,0.7121314503939897,,-1.0170333392987803,0.05912145211865659,,0.6213651465233491,-0.41733436274807945,,,0.13669479376795948,4,12313.363636363636,38054.56637818128,309.05094255317135,0,10508.4358284146,36021.1855290469,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3021487,528-44-9,"1,2,4-Benzenetricarboxylic acid",OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O,ARCGXLSVLAOJQL-UHFFFAOYSA-N,C9H6O6,210.01643791300003,2D-QSAR-Ready,DTXCID101487,OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O,ARCGXLSVLAOJQL-UHFFFAOYSA-N,C9H6O6,210.01643791300003,1.19,1.26,-2.63,-5.76,-2.43,-4.07,-5.78,-5.99,0.03,-3.3,-5.63,6.223584748563593,0
820,10.562,211.1932249681,211.0,227,534,2308,511,235,1099,1083.0,1030.5,1093.0,5366.0,626.5,2286.5,8012.0,7952.0,1214.0,1360.5,9848.0,32531.0,49841.5,49282.0,49934.0,49488.5,46323.5,50272.5,47983.0,39850.0,47959.5,49541.0,31448.0,48811.0,48189.0,44568.0,48862.0,44037.0,42260.5,40031.0,38636.0,46599.0,39693.0,1.4629645741867123,1.6754697091039434,1.6443277521293012,0.9193724771154662,1.8920501640405114,1.2846465194825625,0.7221936904278456,0.7019200678054656,1.5027734706561358,1.5346780508501512,0.6053658842348094,0,46636.954545454544,5279.615965951868,11.320670522784907,1,21792.193590052,22269.8349439917,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5047039,39711-79-0,N-Ethyl-4-menthane-3-carboxamide,CCNC(=O)C1CC(C)CCC1C(C)C,VUNOFAIHSALQQH-UHFFFAOYSA-N,C13H25NO,211.193614429,2D-QSAR-Ready,DTXCID3027039,CCNC(=O)C1CC(C)CCC1C(C)C,VUNOFAIHSALQQH-UHFFFAOYSA-N,C13H25NO,211.193614429,4.72,5.19,5.29,4.16,5.54,3.71,4,3.93,4.87,5.12,4.04,1.844094107972373,0
822,7.611,213.0823849681,213.0,908847,930057,920386,822929,834998,855158,902792.0,912161.5,856459.0,971692.5,880664.0,880245.5,1043419.5,964224.0,951690.0,906823.0,1087308.0,1070125.5,1101109.5,987354.0,1165160.0,1090951.5,1149371.5,1199536.5,1096996.0,1349174.5,1036148.5,1226440.5,167333.5,188948.0,130895.0,193467.5,210287.5,269126.0,156117.0,132772.0,397484.5,129325.5,139132.5,-0.7320048069767822,-0.683729438530527,-0.815783520013737,-0.7009208309337794,-0.621996785575002,-0.5146481569869285,-0.8250087516657757,-0.861071439816731,-0.37917530802370186,-0.8458383605644335,-0.8929239946045402,0,1133851.6363636365,95256.35377641146,8.40113033499754,1,1017412.28553922,131748.949474199,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID7027540,3622-84-2,N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,C10H15NO2S,213.082349901,2D-QSAR-Ready,DTXCID907540,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,C10H15NO2S,213.082349901,1.93,2.5,3.22,1.02,3.14,1.47,0.73,0.7,1.7,2.27,0.66,0.16457064618997067,0
832,0.924,214.0626549681,214.0,166,0,253,0,0,130,687.0,762.0,689.0,134.5,441.5,299466.5,178.0,66.5,122.5,414.0,496.0,239.5,180.0,192.5,261.0,233.0,57122.5,65.5,163.5,446.0,53.5,397.5,-447.5,-582.0,-496.5,126.5,-208.5,-242344.0,-112.5,97.0,323.5,-360.5,-98.5,,,,-0.026631758826590045,,,,0.16395008896314026,0.421738196304168,,,8,5395.863636363636,16357.792837181069,303.1543037326433,0,14238.76038211,59257.8808149138,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8022406,131-56-6,"2,4-Dihydroxybenzophenone",OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,ZXDDPOHVAMWLBH-UHFFFAOYSA-N,C13H10O3,214.06299418199995,2D-QSAR-Ready,DTXCID402406,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,ZXDDPOHVAMWLBH-UHFFFAOYSA-N,C13H10O3,214.06299418199995,3.34,3.6,1.82,-0.21,1.89,0.54,-0.51,-0.53,2.39,1.48,-0.38,1.584645217447239,0
858,3.525,216.0668649681,216.0,0,0,0,0,0,0,116906.5,1529.5,0.0,0.0,647.0,10216.5,1210.5,0.0,1604.0,0.0,247.5,71073.5,211.5,0.0,276.5,0.0,4944.0,211.5,0.0,1016.5,351.5,0.0,-45833.0,-1318.0,0.0,276.5,-647.0,-5272.5,-999.0,0.0,-587.5,351.5,-247.5,,,,,,,,,,,,11,7098.636363636364,20277.419727921846,285.6523237589042,0,8252.78082873774,26276.5106833737,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,1.432744181163471,0
859,4.377,216.06700496809998,216.0,0,0,0,0,0,0,259211.0,32326.5,11419.0,595.0,3860.5,24343.0,39795.0,0.0,19177.0,11699.0,577.5,199148.0,182.0,11849.5,188.0,0.0,6373.0,516.0,0.0,3638.0,295.0,782.0,-60063.0,-32144.5,430.5,-407.0,-3860.5,-17970.0,-39279.0,0.0,-15539.0,-11404.0,204.5,,,-1.423654917165895,,,,,,,,-0.4508586762208213,9,20270.136363636364,56677.362235765104,279.61016748482035,0,24548.0296936035,61921.702299493,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,2.080692678923409,0
860,4.529,216.06701496809998,216.0,0,0,0,0,0,0,147672.0,49277.5,11948.5,170068.5,47293.0,18578.5,39795.0,142801.5,13582.0,29418.0,239813.0,121978.5,119216.5,11849.5,31327.5,134969.5,8492.5,24276.5,33878.0,3729.0,66105.0,12125.5,-25693.5,69939.0,-99.0,-138741.0,87676.5,-10086.0,-15518.5,-108923.5,-9853.0,36687.0,-227687.5,,0.15207075178666696,,,0.26808634060701453,,,,,0.0958990560870283,,8,51631.63636363636,48096.33010999475,93.152829345282,0,57968.4727561801,65004.584864559,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,2.1269747144964826,0
861,4.948,216.0670449681,216.0,0,0,0,0,0,0,128525.5,0.0,0.0,0.0,0.0,16821.0,0.0,0.0,2771.0,0.0,0.0,95831.5,0.0,0.0,0.0,0.0,6000.5,0.0,0.0,196.5,0.0,0.0,-32694.0,0.0,0.0,0.0,0.0,-10820.5,0.0,0.0,-2574.5,0.0,0.0,,,,,,,,,,,,11,9275.318181818182,27424.89612748435,295.67606835573184,0,9809.64038444968,30712.6324735579,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,2.2658208212157014,0
862,4.067,216.0671549681,216.0,0,0,0,0,0,0,1179934.0,10826.5,1767.0,0.0,235.5,2404.0,5855.0,0.0,2122.0,1738.5,0.0,1076137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.5,-103797.0,-10826.5,-1767.0,0.0,-235.5,-2404.0,-5855.0,0.0,-2122.0,-1738.5,224.5,,,,,,,,,,,,11,97851.04545454546,309361.1885963524,316.15522057969156,0,89460.5658665077,306361.3455555,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,2.774923212387962,0
863,3.829,216.0674149681,216.0,0,0,0,0,0,0,282357.5,4097.5,0.0,0.0,809.5,10289.0,2185.0,0.0,11062.0,254.0,0.0,212962.0,240.0,0.0,0.0,224.5,1867.5,234.0,0.0,586.5,482.0,0.0,-69395.5,-3857.5,0.0,0.0,-585.0,-8421.5,-1951.0,0.0,-10475.5,228.0,0.0,,,,,,,,,,-0.046898869619484286,,10,19690.590909090908,61119.94689201426,310.40179126262746,0,20692.1842968511,67655.7743957959,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,3.978256136893234,0
917,3.106,222.08624496809998,222.0,5916,6037,5173,2048,1721,5729,13259.5,11859.0,10339.5,4671.5,11420.5,31655.0,11171.0,10934.0,35351.0,11719.0,11299.0,11312.0,12312.0,8134.0,8516.5,12739.0,19545.5,11189.0,11717.0,15030.5,10677.5,11418.0,-1947.5,453.0,-2205.5,3845.0,1318.5,-12109.5,18.0,783.0,-20320.5,-1041.5,119.0,,-1.4179498670498012,,-0.08456000904621923,-0.9376049840086974,,-2.792819546709066,-1.145017307497595,,,-1.9774930472502157,5,12053.727272727272,2971.2229680082637,24.649827400118333,0,12254.997639974,7361.39784390674,BF00173504,EPA_MIXTURE_006,14,mM,20,mM,DMSO,DTXSID7021780,84-66-2,Diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2D-QSAR-Ready,DTXCID901780,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2.07,2.37,3.55,1.21,3.36,1.52,0.99,0.93,1.8,2.37,0.89,13.345821322397635,0
919,4.171,222.0867749681,222.0,7047,2876,2631,3311,3788,4656,4901.5,26736.5,12143.5,4007.0,13056.0,8819.0,13898.5,5763.5,10262.5,11836.5,6397.0,3546.0,5894.0,5272.0,4171.5,4042.0,3623.5,3319.5,4418.5,4262.0,2963.0,3590.5,-1355.5,-20842.5,-6871.5,164.5,-9014.0,-5195.5,-10579.0,-1345.0,-6000.5,-8873.5,-2806.5,,,,-1.3866534401467068,,,,,,,,10,4100.227272727273,821.5113390363452,20.035751298486332,0,6967.47643803615,5367.34008889989,BF00173504,EPA_MIXTURE_006,14,mM,20,mM,DMSO,DTXSID7021780,84-66-2,Diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2D-QSAR-Ready,DTXCID901780,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2.07,2.37,3.55,1.21,3.36,1.52,0.99,0.93,1.8,2.37,0.89,10.959392902137088,0
921,8.431,222.08824496809999,222.0,21162,20029,17339,19450,19075,16990,20202.0,17037.0,18760.5,19922.0,20861.0,22025.5,17414.5,21124.0,20642.0,20710.5,24102.0,21865.0,22345.5,21406.5,22331.0,21416.0,22303.0,20321.0,18992.5,21837.0,21544.0,22777.0,1663.0,5308.5,2646.0,2409.0,555.0,277.5,2906.5,-2131.5,1195.0,833.5,-1325.0,-1.084502117552213,-0.5064213017099255,-0.8506545690501589,-0.917496135764179,-1.5750421399550119,-1.8996627886390662,-0.777540682345474,,-1.2373838684308878,-1.3952849797424516,,2,21558.045454545456,1026.2922110584973,4.760599532190458,1,20738.5605085784,1984.80683778123,BF00173504,EPA_MIXTURE_006,14,mM,20,mM,DMSO,DTXSID7021780,84-66-2,Diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2D-QSAR-Ready,DTXCID901780,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2.07,2.37,3.55,1.21,3.36,1.52,0.99,0.93,1.8,2.37,0.89,4.340431057664323,0
1026,6.516,228.0756449681,228.0,198,401,183,339,122,502,307.5,432.5,337.0,234.0,479.0,21390.5,281.0,540.5,404.5,301.5,432.0,345.0,760.5,396.0,228.5,495.5,17169.5,306.5,337.0,104.0,669.5,203.0,37.5,328.0,59.0,-5.5,16.5,-4221.0,25.5,-203.5,-300.5,368.0,-229.0,-0.9138138523837167,-0.12011226808915396,-0.7567778892291944,,-1.462851569200657,,-1.0421661394711248,,,0.08656050219734754,,5,1910.4545454545455,4828.920717239871,252.76292119742365,0,1848.39838409424,5176.465928142,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047508,607-88-5,Salicylic acid p-tolyl ester,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,AMYKXJAXRJCLCV-UHFFFAOYSA-N,C14H12O3,228.07864424600004,2D-QSAR-Ready,DTXCID1027508,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,AMYKXJAXRJCLCV-UHFFFAOYSA-N,C14H12O3,228.07864424600004,4.29,4.51,5.12,3.8,5.02,3.71,3.44,3.5,3.77,4.7,3.47,13.150191724264303,0
1070,2.917,230.0555949681,230.0,0,110,120,200,127,255,17114.0,28669.5,14393.0,2160.0,15928.0,5267.0,13483.5,1476.5,6622.5,16060.5,2073.5,206.5,4963.5,4008.0,155.5,1402.0,188.0,156.0,365.0,112.5,166.0,119.0,-16907.5,-23706.0,-10385.0,-2004.5,-14526.0,-5079.0,-13327.5,-1111.5,-6510.0,-15894.5,-1954.5,,,,,,,,,,,,11,1076.5454545454545,1657.8093356560728,153.99343600926196,0,5315.9897887286,7544.54323033774,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID6037728,1143-72-2,"2,3,4-Trihydroxbenzophenone",OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,HTQNYBBTZSBWKL-UHFFFAOYSA-N,C13H10O4,230.057908802,2D-QSAR-Ready,DTXCID4017728,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,HTQNYBBTZSBWKL-UHFFFAOYSA-N,C13H10O4,230.057908802,2.12,2.53,-0.49,-3.44,-0.39,-1.96,-3.76,-3.81,0.9,-1.11,-3.58,10.057615111077823,0
1129,7.423,236.09475496809998,236.0,2797,611,3668,1047,1222,2974,2149.5,5197.0,2195.5,24331.5,4312.0,8894.0,27661.5,26748.5,2668.0,7813.5,29315.5,28638.0,29815.5,28487.5,26253.0,30204.0,31287.0,29417.5,27933.0,29897.0,27775.0,29617.0,26488.5,24618.5,26292.0,1921.5,25892.0,22393.0,1756.0,1184.5,27229.0,19961.5,301.5,1.090719916161399,0.6755088711075902,1.0782901821679236,-1.1025284945506009,0.7784868461672105,0.40101515498544804,-1.1973512153261174,-1.3537643676540425,1.008845866684632,0.407347556597546,-1.987809989357937,0,29029.5,1323.6959277307267,4.559830268281323,1,18350.78768143,12455.8855464111,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4022731,298-46-4,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,FFGPTBGBLSHEPO-UHFFFAOYSA-N,C15H12N2O,236.09496301399997,2D-QSAR-Ready,DTXCID902731,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,FFGPTBGBLSHEPO-UHFFFAOYSA-N,C15H12N2O,236.09496301399997,2.22,2.87,2.35,0.11,2.19,1.06,-0.46,-0.31,1.38,1.61,-0.4,0.8811958431456726,0
