Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	pos_1-octl_1	pos_1-octl_2	pos_1-octlW_1	pos_1-octlW_2	pos_butac_1	pos_butac_2	pos_butacW_1	pos_butacW_2	pos_chlor_1	pos_chlor_2	pos_chlorW_1	pos_chlorW_2	pos_chx_1	pos_chx_2	pos_chxW_1	pos_chxW_2	pos_dcm_1	pos_dcm_2	pos_dcmW_1	pos_dcmW_2	pos_DIWB_1	pos_DIWB_2	pos_glyctriol_1	pos_glyctriol_2	pos_glyctriolW_1	pos_glyctriolW_2	pos_hx_1	pos_hx_2	pos_hxW_1	pos_hxW_2	pos_no injection_1	pos_no injection_2	pos_no injection_3	pos_no injection_4	pos_octn_1	pos_octn_2	pos_octnW_1	pos_octnW_2	pos_olalc_1	pos_olalc_2	pos_olalcW_1	pos_olalcW_2	pos_test injection	pos_tol_1	pos_tol_2	pos_tolW_1	pos_tolW_2	pos_undec_1	pos_undec_2	pos_undecW_1	pos_undecW_2	Average	Stdev
5037	0.855	802.01672	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28	pos_chlorW_2	802.01672:3213 803.02007:2001 804.02343:0		3505	3347	3061	4093	6184	5606	2086	1799	2191	1765	7251	7747	1200	1384	1528	622	4421	4581	2372	2863	0	0	2110	1677	2064	2229	2731	2493	3175	2971	0	0	0	0	513	1166	1850	1738	3776	3896	2346	2443	0	2316	2366	1729	1798	3665	2316	3748	3316	2471.32335109337	1762.93564868196
5038	18.416	802.62164	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	67.18	pos_chlorW_2	802.62164:4524 803.62499:2313 804.62835:0		40152	42225	38423	14344	44500	72847	77761	68019	31383	68192	72136	72574	45039	35815	33325	40390	37947	72494	41701	42447	72932	72247	33854	71534	41898	41438	38197	45299	73226	74227	47022	36523	70946	75837	47584	27782	72605	35798	16670	74627	34908	39589	78466	42649	7785	41758	38326	43559	43526	75500	77476	50696.1204235601	19136.3780225326
5039	19.572	803.5415	Unknown	[M+H]+		0.51	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	102.08	pos_test injection	803.5415:10552 804.54485:6549 805.54821:2178		58639	57717	61730	59836	56005	58512	57538	55671	58508	60337	56046	60560	56669	57807	59043	56962	60989	59481	57162	53482	61137	56572	58451	52875	56333	56862	57076	56788	57275	58463	65435	65316	63352	60561	56197	57148	55220	56120	52639	55847	52817	55304	71098	55997	56235	56033	54813	61839	57236	55586	62910	58082.9401807598	3434.63610805185
5040	17.154	804.60278	Unknown	[M+H]+	ion correlated with 5088; ion correlated with 4959; ion correlated with 5000; ion correlated with 5064; ion correlated with 3813; ion correlated with 4739	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	187.7	pos_glyctriol_1	804.60278:19659 805.60613:8709 806.60949:2346		5937	10231	9184	7305	11353	12168	3730	8192	9428	10739	7621	8053	12048	10090	13610	13968	9930	11934	7738	10673	9965	11347	145165	130889	5140	6393	9890	9465	13281	11545	12434	2781	3121	12458	6515	14688	12044	11359	10487	8917	10629	7528	13654	11059	9948	8340	11814	10037	8454	12806	12787	14879.8853879442	25316.1769311268
5041	17.595	804.60345	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	148.29	pos_no injection_1	804.60345:16297 805.6068:6477 806.61016:2451		109428	104916	116465	113122	104962	99831	98108	104462	114037	106075	109536	116627	99627	98256	105536	106656	107863	117178	107315	104928	115672	109310	104143	102514	105534	98300	100101	105770	104910	97586	126753	103463	111217	112760	109614	108335	106087	100266	101792	106443	104168	108215	123670	102622	108391	103602	100454	104819	111511	109402	112858	107160.982843137	6262.61908682054
5042	16.438	805.48969	Unknown	[M+H]+	ion correlated with 4907; ion correlated with 4351; ion correlated with 4527; ion correlated with 5101; ion correlated with 4613; ion correlated with 4672	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.64	pos_glyctriol_2	805.48969:5714 806.49304:2100 807.4964:994		755	202	270	585	190	117	302	340	185	115	123	308	95	460	540	97	173	153	429	274	446	370	49691	88110	253	202	417	440	300	534	158	522	716	791	320	162	0	101	333	655	119	120	443	143	207	626	652	493	260	136	81	3009.9954587151	13983.8984892943
5043	15.658	810.55597	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.55	pos_test injection	810.55597:13223 811.55932:5828 812.56268:1921		133696	121908	124196	114709	114070	124494	105900	114630	109347	121309	124194	105378	123603	115669	120252	128847	127805	119082	130084	101635	137222	116169	126430	106479	120729	112330	98554	122612	125642	122403	142367	139063	105316	137319	124625	116750	125718	114419	116727	129401	115745	124381	135785	123633	129835	117801	103132	136472	127713	104665	123516	120858.066636029	10370.2420758294
5044	17.72	817.25677	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.06	pos_test injection	817.25677:3661 818.26012:2404 819.26348:1778		172	538	471	337	506	302	1087	382	237	321	180	138	625	928	1011	338	237	241	273	231	105	359	656	454	800	1036	1123	291	615	958	0	108	267	0	466	292	469	155	472	220	159	509	41779	605	452	814	337	178	904	328	1339	1270.60916930554	5794.28727130368
5045	17.344	817.25909	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.58	pos_glyctriolW_1	817.25909:3739 818.26244:3078 819.2658:2162		15546	43346	36528	38176	41458	38800	41907	46620	25764	11812	16145	28090	43846	41520	39657	40369	26628	29292	21727	27658	3051	31751	39534	43912	47089	48202	48421	48842	39708	40631	411	146	387	1083	22447	17566	19369	23819	34187	36514	37529	40559	108	24463	19885	42049	29389	22900	21038	39268	41276	29812.2079781925	14423.7978326722
5046	17.227	818.61798	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	45.3	pos_test injection	818.61798:6977 819.62133:3094 820.62469:1213		66446	69206	62957	65995	66932	63173	68760	66625	63651	67133	64176	68198	68902	64471	66187	66871	63859	66634	65618	67037	69841	65329	64321	61708	64937	67334	66187	59631	64706	62149	81922	72313	73532	70748	62585	62757	67733	65731	68855	69868	66311	65096	82134	70024	63710	65175	66169	70078	66450	56380	71618	66826.7100949755	4418.76423427896
5047	8.283	819.51074	Unknown	[M+2H]2+		0.235	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	117.5	pos_1-octlW_1	819.51074:16465 820.51409:7879 821.51745:810		96208	95184	98133	101620	92435	85659	95815	91592	103452	106284	96595	98753	93366	93950	95165	102362	105914	91814	96892	95969	85868	86458	97606	92941	93354	100253	100525	94688	94854	94770	110035	95846	96115	91206	95678	99261	96627	97010	95091	98117	94443	95250	119391	95051	96925	99451	95157	95765	99005	94637	94276	96721.9108455882	5584.19125327647
5048	16.151	820.59717	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	293.24	pos_test injection	820.59717:36334 821.60052:17894 822.60388:5455		203903	200287	207621	210696	197447	200634	207658	200959	209833	206884	202513	198725	212175	201448	195298	209949	208266	193507	199606	187446	210920	220646	212868	212522	203935	215298	193027	201250	205854	200466	229859	238992	203778	226728	209695	186978	209107	202341	228546	207666	195510	221732	256107	209008	206141	203247	192020	212077	219816	205729	221213	208194.708026961	12604.9688326228
5049	15.892	820.59729	Unknown	[M+H]+	ion correlated with 4926; ion correlated with 5009; ion correlated with 4975	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	236.37	pos_glyctriol_2	820.59729:31788 821.60064:13383 822.604:4056		11196	6640	9771	6832	8748	6123	7605	6665	7168	7265	3865	4405	6836	6500	6606	7078	6125	3911	11189	9707	18330	5934	142480	150971	21069	12730	8153	5008	16465	17923	8969	9143	9945	7195	7703	8668	5310	9269	11746	18272	5049	11957	4639	18125	7660	9305	6335	5233	6371	9751	10049	14391.945714614	27318.2936541311
5050	17.451	826.58734	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.58	pos_no injection_3	826.58734:3571 827.59069:1442 828.59405:995		21773	20715	20735	23015	20360	21982	22174	20899	22642	19959	20845	19576	20190	21203	20792	25317	23863	19241	22587	20072	24368	21696	20294	20557	20689	21957	20345	23947	20034	20347	22287	24551	25720	21345	23312	18951	22004	20989	23829	23430	20616	19503	23891	20002	19146	21988	22528	23522	23706	20716	20118	21653.4856770833	1696.05470062378
5051	6.281	828.51489	Unknown	[M+H]+		0.078	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	55.42	pos_tol_1	828.51489:8561 829.51824:3799 830.5216:1310		8185	8339	9387	9198	7171	8329	8073	7868	7320	7805	7177	7237	8278	7443	8020	7496	7295	7332	7669	7484	7091	7750	10849	11165	9021	9437	7158	7475	6585	8021	7713	7893	6486	6602	7019	7916	7711	7870	17122	17309	13307	14213	9145	39433	38747	7713	7969	8522	7892	8730	7934	9782.4203527114	6401.2238080685
5052	18.683	828.60309	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	169.07	pos_test injection	828.60309:22701 829.60644:11173 830.6098:3111		163295	167321	166713	162858	156695	163525	167747	158305	159714	162667	157846	158323	164886	158231	153241	161226	159200	155561	159816	152751	169866	168293	160406	158273	163662	154685	160091	161060	161074	152552	181761	192271	172453	168927	164168	154061	154010	161049	167272	164488	166530	165673	183815	166897	161373	163692	158331	171696	160068	162468	162106	163195.921568627	7590.84453818065
5053	17.73	832.63483	Unknown	[M+H]+		0.078	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	68.18	pos_no injection_1	832.63483:6699 833.63818:3310 834.64154:1020		48017	47516	96721	88963	47754	89626	84819	90460	84285	90586	89644	84702	87373	83487	94218	80660	49318	89735	89899	82197	97011	91133	88276	38274	88194	93630	88624	48352	86745	92017	102459	102955	101109	43500	89659	88622	94518	91039	96022	97697	94886	89601	108272	90541	90280	87198	88871	93389	93924	94990	51633	84380.349877451	17240.6554188416
5054	16.575	834.61279	w/o MS2:Cholic acid	[M+H]+	ion correlated with 4877; ion correlated with 4945; ion correlated with 4990; ion correlated with 5030; ion correlated with 5080; ion correlated with 4771	0.039	False	null	834.60901	C24H40O5		BHQCQFFYRZLCQQ-OELDTZBJSA-N	O=C(O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	530	True	True	False		False	False	null	null	93.1	null	null	null	null	301.78	pos_glyctriol_1	834.61279:38354 835.61614:17385 836.6195:7584		21843	7412	17880	14801	17816	17100	19805	13979	22763	17852	13685	18743	15465	21224	15467	17039	21250	17774	21092	16629	15312	21829	205758	207069	14140	18759	13468	16586	21137	15848	24400	21721	17579	13145	19371	17728	19099	18543	20796	13001	16343	21564	20464	17859	13361	20707	20651	21454	16625	17186	24295	25400.3093884038	37081.8188766537
5055	16.471	834.61334	w/o MS2:Cholic acid	[M+H]+	ion correlated with 4876; ion correlated with 4944; ion correlated with 4989; ion correlated with 5031; ion correlated with 5081	0.039	False	null	834.60901	C24H40O5		BHQCQFFYRZLCQQ-OELDTZBJSA-N	O=C(O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	530	True	True	False		False	False	null	null	91	null	null	null	null	400.37	pos_glyctriol_2	834.61334:50602 835.61669:23498 836.62005:8651		15563	13603	18841	17884	13759	8290	13547	13920	14231	16235	10457	12888	11717	11043	18103	12149	11163	16170	13029	16269	10129	14021	286323	296731	14799	14604	10029	14510	12901	9609	15197	4351	18193	6024	16865	14181	10599	14643	14253	11487	9359	13028	18873	14132	18616	13915	11574	14090	17898	10821	9987	24325.5311255362	54621.3951922483
5056	14.588	836.59198	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	98.86	pos_hxW_2	836.59198:29145 837.59533:13375 838.59869:4049		377379	444883	359374	358518	396270	334590	309861	403482	440301	365440	327306	351778	333382	395285	352545	325509	298447	307072	354249	407760	476130	470281	318087	311271	420323	440806	403446	320921	366010	313377	370982	384441	408124	346628	286214	328313	342931	423680	339199	298214	305981	311089	424838	325217	298165	335827	327944	407749	373148	443251	356562	363187.840686275	49489.3773337751
5057	14.358	836.59308	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	767.19	pos_test injection	836.59308:110093 837.59643:47072 838.59979:13178		1191218	1163141	1209395	1188286	1137763	1154978	1155044	1187887	1165616	1178670	1183068	1215403	1146602	1153603	1159388	1147733	1174508	1192340	1169564	1193666	1221580	1186532	1130738	1126092	1157611	1113876	1147490	1125451	1193857	1144946	1313322	1276320	1278190	1239110	1192508	1156147	1184155	1173914	1177883	1222628	1196398	1203676	1332738	1169060	1195900	1125013	1150551	1230906	1226866	1192389	1186636	1185105.04901961	45158.3142047929
5058	8.379	841.52179	Unknown	[M+2H]2+		0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	106.56	pos_1-octl_1	841.52179:13491 842.52514:6319 843.5285:0		89527	81428	88231	93359	76606	81493	74325	79097	80315	78640	79152	79328	81340	74502	75576	81220	77632	80985	86175	84416	74571	75084	81127	81369	79082	84796	76498	77981	81849	75082	89340	80136	76807	71799	78905	82519	79515	79312	86899	88188	79506	80373	97713	83549	78044	82743	78176	77873	78702	79408	76342	80718.3641237745	5006.81952664613
5059	14.358	841.54694	Unknown	[M+H]+		0.686	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.06	pos_test injection	841.54694:7125 842.55029:3371 843.55365:951		75280	71844	75847	72545	67902	64229	71075	71036	76838	77933	74312	75738	69087	71713	68059	68382	69095	64122	71565	74024	72236	64447	66637	72488	64530	68608	68030	66847	70310	67643	83493	78712	79192	73619	70898	72585	73058	71557	75831	74922	72391	70170	77999	69056	70882	68820	69601	68790	73388	60971	72255	71384.1269148284	4358.35895729278
5060	19.488	842.57568	Unknown	[M+H]+		0.725	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.71	pos_DIWB_1	842.57568:7624 843.57903:4991 844.58239:1820		119036	117628	111185	118901	61152	113040	112385	115090	112087	120084	103045	108460	75864	59026	115734	113965	115834	66030	105808	105923	107789	121574	112042	87263	112671	118680	115087	117453	117555	118941	6733	6804	8313	123596	111661	60457	112916	108047	103137	103619	104035	101408	142	92030	96212	89701	94847	101317	59018	93947	52948	94710.2497827866	32116.1160464483
5061	19.35	842.57697	Unknown	[M+H]+		0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	58.22	pos_no injection_2	842.57697:7757 843.58032:4407 844.58368:1840		8068	112782	5407	6723	47659	6667	8027	7060	7823	7729	6861	7126	5456	5817	5786	6209	6740	4093	5876	6545	107789	7142	4518	3885	4764	4776	5365	5252	2933	5538	129173	122055	116986	123596	5296	5039	4734	4722	4102	1940	3942	3730	538	3891	2295	4157	4223	4692	5161	4496	3602	19387.9706947476	37226.2433711948
5062	0.853	843.01874	Unknown	[M+H]+		0.863	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	98.93	pos_chlorW_2	843.01874:30129 844.02209:10670 845.02545:2899		40498	38330	37454	36993	58436	56047	28262	24787	27525	26997	68220	73617	20479	19761	19790	17037	46880	42933	38579	39771	2040	1787	23210	24284	25498	25312	30689	33354	33678	34707	0	121	0	0	19700	18619	22533	23018	39318	41907	28262	29204	182	27543	29802	24240	23798	36096	34178	35748	34885	28747.1741410798	16234.7242295774
5063	18.336	846.64807	Unknown	[M+H]+		0.373	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.54	pos_no injection_1	846.64807:4671 847.65142:2892 848.65478:0		46469	64640	61499	32095	61995	58375	66449	58912	38935	59387	35573	46798	52936	29080	38037	25999	51504	46169	63932	59277	64378	66298	56993	55911	58598	58076	24214	61898	34270	23301	66537	66444	27398	60574	62237	58707	44863	62577	29367	63643	33712	52488	42895	28977	29532	56172	58404	61002	39385	60066	26884	49683.5412071078	14100.7993784606
5064	17.154	848.6283	Unknown	[M+H]+	ion correlated with 5088; ion correlated with 4959; ion correlated with 5000; ion correlated with 5040; ion correlated with 3813; ion correlated with 4739	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	145.07	pos_glyctriol_1	848.6283:17709 849.63165:7825 850.63501:2391		8038	3539	6984	6373	10668	10327	5936	7887	12077	5015	5540	11100	6347	7949	11944	7163	8213	6990	4469	7535	6934	8957	121059	130777	5446	6767	9621	5147	5989	9648	5018	8363	26213	26773	9483	8272	5561	9070	7938	9729	12536	11331	14927	8992	3476	6713	11723	8340	7378	9131	9499	13429.5240885417	23375.6829989913
5065	17.59	848.62878	Unknown	[M+H]+		0.882	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	100.25	pos_no injection_3	848.62878:12704 849.63213:5413 850.63549:1965		79750	74246	75751	83109	77603	72403	72880	72141	74457	83176	78058	80366	74265	74603	68641	78483	74267	69264	76899	76159	78479	82336	78520	76482	71979	73867	72306	69529	74793	67971	87793	94775	119265	107184	78544	73559	72025	78086	76220	68431	78134	73403	104655	74383	78058	74781	73284	78018	79532	77240	78162	78202.1476715686	9533.027144872
5066	15.668	854.58185	w/o MS2:Simvastatin 2M+NH4	[M+H]+		0.412	False	null	854.578	C25H38O5		RYMZZMVNJRMUDD-HGQWONQESA-N	O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)(C)CC)C32)C)CC(O)C1	530	True	True	False		False	False	null	null	92.9	null	null	null	null	117.52	pos_test injection	854.58185:10841 855.5852:5612 856.58856:1554		102644	105669	97357	99543	89672	97329	84963	103609	106279	106624	102572	94533	101295	82731	84514	83738	97855	104407	100767	92490	107725	107688	94859	107842	92344	91914	81326	95738	97678	92011	93951	106499	107240	97102	104444	91420	82595	81877	102114	107555	100478	97803	107157	94835	104340	75227	96350	104412	98099	108633	106075	97567.173560049	8553.8112479899
5067	0.853	859.00128	Unknown	[M+H]+	ion correlated with 5070; ion correlated with 5069; ion correlated with 4698; ion correlated with 5068	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	56.21	pos_butac_1	859.00128:5222 860.00463:2448 861.00799:957		10381	10179	11151	10442	12508	12346	6644	5177	8321	8320	13797	15100	5330	5580	4945	4684	9356	10997	10789	12139	133	423	5308	4795	6680	7353	8633	8472	9563	9946	0	0	0	0	5667	4620	6172	6010	9142	9104	7628	9157	110	6936	7605	6778	6882	10160	8554	11105	8689	7329.65310534309	3786.95303683422
5068	0.855	859.00458	Unknown	[M+H]+	ion correlated with 5070; ion correlated with 5069; ion correlated with 4698; ion correlated with 5067	0.118	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.23	pos_chlorW_2	859.00458:6161 860.00793:2561 861.01129:1394		10381	10494	11151	10726	12508	12346	6644	5549	8321	8320	13959	15359	5330	5730	5741	4684	10006	10997	11151	12139	465	423	5308	4970	7577	7353	8633	8472	9563	9946	0	0	0	0	5667	4620	6172	6134	9142	9104	8327	9157	110	6936	7605	7214	6882	10279	10142	11105	11674	7539.51084555832	3857.13015431882
5069	0.85	859.00812	Unknown	[M+H]+	ion correlated with 5070; ion correlated with 4698; ion correlated with 5067; ion correlated with 5068	0.098	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.36	pos_1-octlW_2	859.00812:4399 860.01147:2409 861.01483:0		10381	10494	10755	10216	11965	12346	6855	5549	8321	8320	13959	15359	5330	5730	5741	4684	10006	10858	11151	12139	465	423	5079	4770	7577	7353	8633	8472	9563	9946	0	0	0	0	5667	4620	5932	6134	9142	9104	8327	9157	110	6936	7605	7214	7005	10279	10142	11105	11674	7501.80105695538	3832.59042981714
5070	0.85	859.01093	Unknown	[M+H]+	ion correlated with 5069; ion correlated with 5067; ion correlated with 5068	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.11	pos_undecW_1	859.01093:4688 860.01428:2292 861.01764:0		10381	10494	10755	10216	11965	9367	6855	5549	8321	8320	13959	15359	4777	5730	5741	4684	10006	9013	11151	11796	465	423	4262	4770	7577	7353	8502	8472	9563	9946	0	0	0	0	5309	4620	5932	6134	9142	9104	8327	9157	110	6936	7501	7214	7005	10279	10042	11105	11674	7360.06345546947	3766.57045245103
5071	17.21	862.64313	Unknown	[M+H]+		0.216	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.27	pos_undec_1	862.64313:4720 863.64648:2349 864.64984:1111		53024	50924	51628	51123	48778	45624	48045	46828	49909	47477	49263	49001	44623	39701	43458	50354	48758	41478	42339	51629	50769	51329	38298	47014	47547	47359	47897	47595	45184	46577	55552	53783	53820	51445	51361	48328	52065	52281	55934	54319	49510	48028	30677	49779	46401	51502	46445	54213	52155	55960	53687	48838.8218443627	4720.22554378876
5072	8.473	863.53503	Unknown	[M+2H]2+		0.627	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	76.06	pos_test injection	863.53503:12398 864.53838:6209 865.54174:879		68548	69699	65339	69520	59240	60483	60812	59697	67746	64414	64749	68560	61832	64960	66140	63873	62073	69383	64282	65456	58563	61012	66240	63975	63900	67168	62699	64200	62356	64210	81807	67077	60007	60968	61887	67398	70042	68906	63479	70474	64013	67451	75265	64588	62070	59788	64096	59650	60467	57719	61202	64695.7917432598	4411.15998300393
5073	8.477	864.539	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36	pos_chlorW_2	864.539:5492 865.54235:784 866.54571:0		30544	29621	30351	30196	30347	29268	28453	28553	32653	29456	31423	31589	28793	29193	30559	30989	28220	31156	29804	31156	26478	30731	29148	29991	29128	28326	29530	28442	28953	31238	33294	30417	27211	26049	31514	30683	30272	29986	28160	29507	28061	26592	36262	29186	30871	29870	31409	29165	28911	28411	28560	29778.0112974877	1745.12441923263
5074	16.158	864.62378	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	188.48	pos_test injection	864.62378:24394 865.62713:11744 866.63049:3391		129442	139181	135256	135756	129830	140897	131917	126444	132570	131941	124133	139034	136112	129881	138251	130947	142225	124652	142219	135769	135159	143455	139639	129161	141155	125318	140583	136664	132000	131034	154493	146844	134166	139206	124732	131657	129666	131905	145644	138093	124887	128448	169068	128303	140168	138526	128780	146876	153398	135344	142702	136147.667126225	8535.93012377082
5075	15.934	865.62732	Unknown	[M+H]+	ion correlated with 5049; ion correlated with 5093; ion correlated with 4502; ion correlated with 5126; ion correlated with 4651; ion correlated with 5113; ion correlated with 4764	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	109.75	pos_glyctriol_1	865.62732:11285 866.63067:3356 867.63403:830		4880	4014	2748	2671	3609	3495	3089	2098	6471	3443	3787	7243	4695	1395	2456	4553	9289	2420	7171	2824	6244	3716	65328	43928	4715	4361	2871	5967	2387	4095	4909	3310	2300	2443	5977	6723	1541	1790	4309	1755	2997	4885	2322	3817	1686	2597	2335	3652	2312	2432	4891	5783.27880859375	10333.9062795735
5076	0.856	866.97845	Unknown	[M+H]+	ion correlated with 4787	0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.62	pos_butac_2	866.97845:3641 867.9818:1185 868.98516:639		8187	7824	8648	7834	7613	9675	6339	6107	7702	6925	9399	9851	5895	5809	5952	5652	8120	6981	7638	8598	1453	1544	5881	6083	7059	6447	7231	6848	6970	7780	154	0	0	117	6418	5414	6723	5831	7265	7356	6340	7674	425	6765	7357	6599	6548	8624	7581	7822	8259	6300.33657208611	2544.48695144731
5077	6.395	872.54022	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.23	pos_tol_2	872.54022:6584 873.54357:3397 874.54693:611		7230	6622	6662	6412	6066	6366	5804	6572	6269	5779	5268	6598	5693	5400	6030	5904	6106	5632	6316	6614	5728	5888	8107	7924	6651	7301	6463	5831	6033	5596	6956	5659	6508	5235	6033	5607	5989	6068	11255	11364	8980	9902	6985	29554	29934	5993	5922	5446	6644	5386	6174	7459.97292432598	4731.65019065292
5078	18.671	872.62781	Unknown	[M+H]+	similar chromatogram in higher mz_5095; similar chromatogram in higher mz_5115	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	152.13	pos_test injection	872.62781:21612 873.63116:10722 874.63452:3531		153216	156982	154127	151474	146707	149467	147281	143574	153149	150169	144976	150265	148638	150044	144858	153862	147893	145114	148994	141743	156598	161978	150411	148040	146227	142564	146216	153308	148742	143146	161297	163200	163280	156447	144208	149500	144659	148529	163985	154146	158720	157823	172067	142727	144785	150046	142270	166681	155873	150045	151184	151396.707720588	6963.0812501068
5079	17.699	876.65857	Unknown	[M+H]+		0.471	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.82	pos_test injection	876.65857:6131 877.66192:2643 878.66528:1151		44786	69354	34218	73633	65527	66757	65222	43291	69394	71612	71953	71015	64447	65666	72317	41302	71227	71151	69315	72864	43236	72315	65253	64807	67884	68561	70493	72209	63611	69075	76170	73767	75322	73800	66961	70376	41107	71016	71939	76242	68928	68193	84769	70099	72288	71142	65196	38190	66638	78016	71856	66363.0103400735	11018.3680394133
5080	16.579	878.63904	Unknown	[M+H]+	ion correlated with 4945; ion correlated with 4990; ion correlated with 5030; ion correlated with 5054; ion correlated with 4771	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	277.87	pos_glyctriol_1	878.63904:31457 879.64239:15050 880.64575:5728		10519	13449	16131	12440	11978	12651	12842	15895	12771	14866	9368	16414	12049	12883	12549	23862	23427	13576	12412	12968	13047	13399	167248	167302	8063	13076	15487	9930	14080	18694	16679	14633	15645	16661	13494	10252	14496	12118	14790	18883	16818	9621	19523	17236	14350	11146	15813	15085	13341	11111	16664	20230.1250095741	30165.7851030291
5081	16.48	878.63922	Unknown	[M+H]+	ion correlated with 4944; ion correlated with 4989; ion correlated with 5031; ion correlated with 5055	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	359.19	pos_glyctriol_2	878.63922:39424 879.64257:20952 880.64593:7532		11662	10673	8388	9922	9196	12227	10373	8805	11203	10257	11528	8227	8820	10888	12632	23862	23427	10174	12931	11416	11408	7340	221596	223848	9152	11570	7959	9096	5753	10050	12019	11607	12075	8699	9758	7602	7327	6929	10376	9393	10312	12064	12020	10566	8671	11551	9339	6571	12946	12721	10840	18975.8767807904	41694.1393246079
